Code,Label
E91910,Acc. Caused by Mining/earth-drilling Machinary (at: Home)
E91911,Acc. Caused by Mining/earth-drilling Machinery (at: Farm)
E91912,"Acc. Caused by Mining/earth-drilling Machinery (at: Mine,quarry)  "
E91913,Acc.caused by Mining/earth-drilling Machinery (at: Industrial Place) 
E91914,Acc. Caused by Mining/earth-drilling Machinery (at: Sports Place) 
E91915,Acc. Caused by Mining/earth-drilling Machinery (at: Street) 
E91916,Acc. Caused by Mining/earth-drilling Machinery (at: Public Building) 
E91917,Acc. Caused by Mining/earth-drilling Machinery (residential Inst'n)  
E91918,Acc. Caused by Mining/earth Drilling Machinery(at: Other Spec. Place)9  
E91919,Acc. Caused by Mining/earth Drilling Machinery(8at: Unspecified Place)  
E9192,Acc. Caused by Lifting Machinery/appliances  
E91920,Acc. Caused by Lifting Machinery/appliances(8at: Home)
E91921,Acc. Caused by Lifting Machines/appliances (at. Farm) 
E91922,"Acc. Caused by Lifting Machinery/appliances(8at: Mine,quarry)  "
E91923,Acc. Caused by Lifting Machines/appliances (8at: Industrial Place)
E91924,Acc. Caused by Lifting Machinery/appliances (8at: Sports Place)9  
E91925,Acc. Caused by Lifting Machinery/appliances (8at: Street)9  
E91926,Acc. Caused by Lifting Machinery Appliances(8at: Public Building) 
E91927,Acc. Caused by Lifting Machinery/appliances (8at: Residential Inst'7n)9 
E91928,Acc. Caused by Lifting Machinery/appliances(at: Other Spec. Place)9  
E91929,Acc. Caused by Lifting Machinery/appliances (8ar: Unspecified Places)9  
E9193,Accidents Caused by Metalworking Machines 
E91930,Accidents Caused by Metalworking Machines (place of Occurence: Home) 
E91931,Accidents Caused by Metalworking Machines (place of Occurence: Farm) 
E91932,"Accidents Caused by Metalworking Machines(at: Mine,quarry)  "
E91933,Accidents Caused by Metalworking Machines(8at: Industrial Place)9 
E91934,Accident Caused by Metalworking Machines(at: Sports Place)9 
E91935,Accidents Caused by Metalworking Machines(8at: Street)9  
E91936,Accidents Caused by Metalworking Machines(at: Public Building) 
E91937,Accident Caused by Metalworking Machines(8at: Residential Inst'7n)
E91938,Accident Caused by Metalworking Machines(8at: Other Spec. Place)9 
E91939,Accident Caused by Metalworking Machines(8at: Unspecified Place)  
E9194,Acc. Caused by Woodcutting/forming Machinery 
E91940,Acc. Caused by Woodcutting/forming Machinery(at: Hpome)9 
E91941,Acc. Caused by Woodcutting/forming Machinery(8at: Farm)  
E91942,"Acc. Caused by Woodcutting/forming Machinery(at: Mine,quarry)  "
E91943,Acc. Caused by Woodcutting/forming Machinery(at: Industrial Place)9  
E91944,Acc. Caused by Woodcutting/forming Machinery(at: Sports Place)9
E91945,Acc. Caused by Woodcutting/forming Machinery(8at: Street)9  
E91946,Acc. Caused by Woodcutting/forming Machinery(8at: Public Building)9  
E91947,Acc. Caused by Woodcutting/forming Machinery(8at: Residential Inst'n)
E91948,Acc. Caused by Woodcutting/forming Machinery(8at: Other Spec. Place9 
E91949,Acc. Caused by Woodcutting/forming Machinery(8at: Unspecified Place)9
E9195,"Acc. Caused by Prime Movers, Ex. Electric Motors"
E91950,"Acc. Caused by Prime Movers,ex. Electric Motors(8at: Home)9 "
E91951,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Farm)9"
E91952,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Mine,quarry)"
E91953,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Industrial Place)9"
E91954,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Sports Place)9 "
E91955,"Acc. Caused by Prime Movers, Ex. Electric Motors(at: Street)9  "
E91956,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Public Building)  "
E91957,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Residential Inst'n)  "
E91958,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Other Spec. Place9"
E91959,"Acc. Caused by Prime Movers, Ex. Electric Motors(8at: Unspecified Place9"
E9196,Accidents Caused by Transmission Machinery
E91960,Accidents Caused by Transmission Machinery (place of Occurence: Home)
E91961,Accidents Caused by Transmission Machinery (place of Occurence: Farm)
E91962,"Accidents Caused by Transmission Machinery(at: Mine,quarry) "
E91963,Accidents Caused by Transmission Machinery(8at: Industrial Place)9
E91964,Accidents Caused by Transmission Machinery(at: Sports Place)9  
E91965,Accidents Caused by Transmission Machinery(8at: Street)  
E91966,Accident Caused by Transmission Machinery(8at: Public Building)
E91967,Accidents Caused by Tranmission Machinery(8at: Residential Inst'7n)  
E91968,Accidents Caused by Transmission Machinery(8at: Other Spec. Place)9  
E91969,Accident Caused by Transmission Machinery(at: Unspecified Place)  
E9197,Acc. Caused by Earth Moving/scraping/excavating Machine  
E91970,Acc. Caused by Earth Moving/scraping/excavating Machine(8at: Home)9  
E91971,Acc. Caused by Earth Moving/acraping/excavating Machine(8at: Farm)
E91972,"Acc. Caused by Earth Moving/scraping.excavating Machine(at: Mine,quarry)"
E91973,Acc. Caused by Earth Moving/scraping/excavating Machine(8at: Indust. Pl)9  
E91974,Acc. Caused by Earth Moving/scraping/excavating Machine(8at: Sports Place  
E91975,Acc. Caused by Earth Moving/scraping/excavating Machine(8at: Street)9
E91976,Acc. Caused by Earth Moving/scrapint/excavating Machine(at: Public Place)  
E91977,Acc. Caused by Earth Moving/scraping/excavating Machine(at: Residt. Inst)  
E91978,Acc. Caused by Earth Moving/scraping/excavating Machine(at: Oth Spec. P)
E91979,Acc. Caused by Earth Moving/scraping/excavating Machine(8at: Unspec. Pl)
E9198,Accidents Caused by Other Specified Machinery
E91980,Accidents Caused by Other Specified Machinery (place of Occurence: Home)
E91981,Accidents Caused by Other Specified Machinery (place of Occurence: Farm)
E91982,"Accidents Caused by Other Specified Machinery(at: Mine,quarry) "
E91983,Accidents Caused by Other Specified Machinery(8at: Industrial Place)9
E91984,Accidents Caused by Other Specified Machinery(at: Sports Place)9  
E91985,Accidents Caused by Other Specified Machinery(8at: Street)9 
E91986,Accidents Caused by Other Specified Machinery(8at: Public Building)9 
E91987,Accidents Caused by Other Specified Machinery(8at: Residential Inst'7n) 
E91988,Accidents Caused by Other Specified Machinery(8at: Other Spec. Place)9  
E91989,Accidents Caused by Other Specified Machinery(8at: Unspecified Place)9  
E9199,Accidents Caused by Unspecified Machinery 
E91990,Accidents Caused by Unspecified Machinery (place of Occurence: Home) 
E91991,Accidents Caused by Unspecified Machinery (place of Occurence: Farm) 
E91992,"Accidents Caused by Unspecified Machinery(8at: Mine,quarry) "
E91993,Accidents Caused by Unspecified Machinery(8at: Industrial Place)  
E91994,Accidents Caused by Unspecified Machinery(8at: Sports Place)9  
E91995,Accidents Caused by Unspecified Machinery(8at: Street)
E91996,Accidents Caused by Unspecified Machinery(8at: Public Building)9  
E91997,Accidents Caused by Unspecified Machinery(8at: Residential Inst'n)
E91998,Accidents Caused by Unspecified Machinery(8at: Other Spec. Place)9
E91999,Accidents Caused by Unspecified Machinery(8at: Unspecified Place9 
E920,Accidents Caused by Cutting & Piercing Instruments or Objects
E9200,Accidents Caused by Powered Lawn Mower 
E92000,Accidents Caused by Powered Lawn Mower (place of Occurence: Home) 
E92001,Accidents Caused by Powered Lawn Mower (place of Occurence: Farm) 
E92002,"Accidents Caused by Powered Lawn Mower(8at: Mine,quarry)9"
E92003,Accidents Caused by Powered Lawn Mower(at: Industrial Place)
E92004,Accidents Caused by Powered Lawn Mower(8at: Sports Place)9  
E92005,Accidents Caused by Powered Lawn Mower(8at: Street)9  
E92006,Accidents Caused by Powered Lawn Mower(8at: Public Building)9  
E92007,Accidents Caused by Powered Lawn Mower(8at: Residential Inst'n)
E92008,Accidents Caused by Powered Lawn Mower(8at: Other Spec. Place)9
E92009,Accidents Caused by Powered Lawn Mower(8at: Unspecified Place)9
E9201,Accidents Caused by Other Powered Hand Tools 
E92010,Accidents Caused by Other Powered Hand Tools (place of Occurence: Home) 
E92011,Accidents Caused by Other Powered Hand Tools (place of Occurence: Farm) 
E92012,"Accidents Caused by Other Powered Hand Tools(at: Mine,quarry)9 "
E92013,Accidents Caused by Other Powered Hand Tools(8at: Industrial Place)  
E92014,Accidents Caused by Other Powered Hand Tools(at: Sports Place9 
E92015,Accidents Caused by Other Powered Hand Tools(at: Street)9
E92016,Accidents Caused by Other Powered Hand Tools(8at: Public Building)9  
E92017,Accidents Caused by Other Powered Hand Tools(8at: Residential Inst'7n)9 
E92018,Accidents Caused by Other Powered Hand Tools(8at: Other Spec. Place)9
E92019,Accidents Caused by Other Powered Hand Tools(8at: Unspecified Place)9
E9202,Acc. Caused by Powered Household Appliances/implements
E92020,Acc. Caused by Powered Household Appliances/implements (at: Home) 
E92021,Acc. Caused by Powered Household Appliances/implements (at: Farm) 
E92022,"Acc. Caused by Powered Household Appliances/implements (at: Mine, Quarry)  "
E92023,Acc. Caused by Powered Household Appliances/implements (at: Indus. Place)  
E92024,Acc. Caused by Powered Appliances/implements (at: Sports Place)
E92025,Acc. Caused by Powered Household Appliances/implements (at: Street)  
E92026,Acc. Caused by Powered Household Appliances/implements (at: Public Buildg  
E92027,Acc. Caused by Powered Household Appliances/implements (at: Resid. Inst'n  
E92028,Acc. Caused by Powered Household Appliances/implem.(at: Other Spec. Place  
E92029,Acc. Caused by Powered Household Appliances/implements (at: Unspec. Place  
E9203,"Accidents Caused by Knives, Swords & Daggers  "
E92030,"Accidents Caused by Knives, Swords & Daggers (place of Occurence: Home)  "
E92031,"Accidents Caused by Knives, Swords & Daggers (place of Occurence: Farm)  "
E92032,"Accidents Caused by Knives,swords & Daggers (at: Mine, Quarry)  "
E92033,"Accidents Caused by Knives, Swords & Daggers (at: Industrial Place)"
E92034,"Accidents Caused by Knives,swords & Daggers (at: Sports Place)  "
E92035,"Accidents Caused by Knives, Swords & Daggers (at: Street) "
E92036,"Accidents Caused by Knives, Swords & Daggers (at: Public Building) "
E92037,"Accidents Caused by Knives, Swords & Daggers (at: Residential Inst'n) "
E92038,"Accidents Caused by Knives, Swords & Daggers (at: Other Spec.place)"
E92039,"Accidents Caused by Knives, Swords & Daggers (at: Unspecified Place)  "
E9204,Accidents Caused by Other Hand Tools & Implements
E92040,Accidents Caused by Other Hand Tools & Implements (at: Home) 
E92041,Accidents Caused by Other Hand Tools & Implements (at: Farm) 
E92042,"Accidents Caused by Other Hand Tools & Implements (at: Mine, Quarry)  "
E92043,Accidents Caused by Other Hand Tools & Implements (at: Industrial Place  
E92044,Accidents Caused by Other Hand Tools & Implements (at: Sports Place)  
E92045,Accidents Caused by Other Hand Tools & Implements (at: Street)  
E92046,Accidents Caused by Other Hand Tools & Implements (at: Public Building)  
E92047,Accidents Caused by Other Hand Tools & Implements (at: Resid. Inst'n) 
E92048,Accidents Caused by Other Hand Tools & Implements (at: Other Spec.place  
E92049,Accidents Caused by Other Hand Tools & Implements (at:unspecified Place  
E9208,Acc. Caused by Other Spec.cutting/piercing Inst/object
E92080,Acc. Caused by Other Spec. Cutting/piercing Instrument/object (at: Home)
E92081,Acc.caused by Other Spec. Cutting/piercing Instrument/object (at: Farm) 
E92082,"Acc. Caused by Other Spec. Cutting/piercing Inst/object (at: Mine,quarry)  "
E92083,Acc. Caused by Other Spec. Cutting/piercing Inst/object (at:indus. Place)  
E92084,Acc. Caused by Other Spec. Cutting/piercing Inst/object (at: Sports Place  
E92085,Acc. Caused by Other Spec. Cutting/piercing Instrument/object (at: Street  
E92086,Acc. Caused by Other Spec. Cutting/piercing Inst/object (at: Public Bldg)  
E92087,Acc. Caused by Other Spec. Cutting/piercing Instr/object (at:resid.inst'n  
E92088,Acc. Caused by Other Spec.cutting/piercing Inst/object (at:other Spec.pl)  
E92089,Acc. Caused by Other Spec. Cutting/piercing Inst/object (at: Unspec.place  
E9209,Acc. Caused by Unspec.cutting/piercing Inst/object 
E92090,Acc. Caused by Unspec.cutting/piercing Instrument/object (at: Home)  
E92091,Acc. Caused by Unspec. Cutting/piercing Instrument/object (at: Farm) 
E92092,"Acc. Caused by Unspec.cutting/piercing Inst/object (at: Mine, Quarry)"
E92093,Acc. Caused by Unspec. Cutting/piercing Instru/object (at: Indust. Place)  
E92094,Acc. Caused by Unspec. Cutting/piercing Instrument/object(at:sports Place  
E92095,Acc. Caused by Unspec. Cutting/piercing Instrument/object (at: Street)  
E92096,Acc. Caused by Unspec. Cutting/piercing Instr/object (at: Public Building  
E92097,Acc. Caused by Unspec.cutting/piercing Instru/object (at:resid. Inst'n) 
E92098,Acc. Caused by Unpsec. Cutting/piercing Inst/object (at: Other Spec.place  
E92099,Acc. Caused by Unspec.cutting/piercing Inst/object (at:unspecified Place)  
E921,Accident Caused by Explosion of Pressure Vessel 
E9210,Accidents Caused by Explosion of Boilers  
E92100,Accidents Caused by Explosion of Boilers (place of Occurence: Home)  
E92101,Accidents Caused by Explosion of Boilers (place of Occurence: Farm)  
E92102,"Accidents Caused by Explosion of Boilers (at: Mine,quarry)  "
E92103,Accidents Caused by Explosion of Boilers (at: Industrial Place)
E92104,Accidents Caused by Explosion of Boilers (at: Sports Place) 
E92105,Accidents Caused by Explosion of Boilers (at: Street) 
E92106,Accidents Caused by Explosion of Boilers (at: Public Building) 
E92107,Accidents Caused by Explosion of Boilers (at: Residential Inst'n) 
E92108,Accidents Caused by Explosion of Boilers (at: Other Spec. Place)  
E92109,Accidents Caused by Explosion of Boilers (at: Unspecified Place)  
E9211,Accidents Caused by Explosion of Gas Cylinders  
E92110,Accidents Caused by Explosion of Gas Cylinders (place of Occurence: Home)  
E92111,Accidents Caused by Explosion of Gas Cylinders (place of Occurence: Farm)  
E92112,"Accidents Caused by Explosion of Gas Cylindrers (at: Mine, Quarry)"
E92113,Accidents Caused by Explosion of Gas Cylinders (at: Industrial Place)
E92114,Accidents Caused by Explosion of Gas Cylinders (at: Sports Place) 
E92115,Accidents Caused by Explosion of Gas Cylinders (at: Street) 
E92116,Accidents Caused by Explosion of Gas Cylinders(at: Public Building)  
E92117,Accidents Caused by Explosion of Gas Cylinders (at: Residential Inst'n) 
E92118,Accidents Caused by Explosion of Gas Cylinders (at: Other Spec. Place)  
E92119,Accidents Caused by Explosion of Gas Cylinders (at: Unspecified Place)  
E9218,Acc. Caused by Explosion of Other Spec. Pressure Vessel  
E92180,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Home)
E92181,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Farm)
E92182,"Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Mine, Quarry  "
E92183,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Indust.place  
E92184,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Sports Place  
E92185,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Street) 
E92186,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at:public Build.  
E92187,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at: Resid.inst'n  
E92188,Acc. Caused by Explosion of Other Spec. Pressure Vessel (at:other Spec.pl  
E92189,Acc. Caused by Explosion of Other Spec.pressure Vessel (at:unspecified Pl  
E9219,Acc. Caused by Explosion of Unspec.pressure Vessel 
E92190,Acc. Caused by Explosion of Unspec.pressure Vessel (at: Home)  
E92191,Acc. Caused by Explosion of Unspec.pressure Vessel (at: Farm)  
E92192,"Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Mine, Quarry)  "
E92193,Acc. Caused by Explosion of Unspec. Pressure Vessel (at:industrial Place)  
E92194,Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Sports Place)  
E92195,Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Street)  
E92196,Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Public Building)  
E92197,Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Resid. Inst'n) 
E92198,Acc. Caused by Explosion of Unspec. Pressure Vessel (at: Other Spec.place  
E92199,Acc. Caused by Explosion of Unspec. Pressure Vessel (at:unspecified Place  
E922,Accident Caused by Firearm Missile  
E9220,Accident Caused by Hand Gun Missle  
E92200,Accident Caused by Hand Gun Missle (place of Occurence: Home)  
E92201,Accident Caused by Hand Gun Missle (place of Occurence: Farm)  
E92202,Accident Caused by Hand Gun Missle (place of Occurence: Mine & Quarry)
E92203,Accident Caused by Hand Gun Missile (at: Industrial Place)  
E92204,Accident Caused by Hand Gun Missile (at: Sports Place)
E92205,Accident Caused by Hand Gun Missile (at: Street)
E92206,Accident Caused by Hand Gun Missle (place of Occurence: Public Building)
E92207,Accident Caused by Hand Gun Missile (at: Residential Inst'n)
E92208,Accident Caused by Hand Gun Missile (at: Other Spec. Place) 
E92209,Accident Caused by Hand Gun Missle (place of Occurence: Unspecified Place) 
E9221,Accident Caused by Shotgun (automatic) Missile  
E92210,Accident Caused by Shotgun (automatic) Missile (place of Occurence: Home)  
E92211,Accident Caused by Shotgun (automatic) Missile (place of Occurence: Farm)  
E92212,"Accident Caused by Shotgun (automatic) Missile (at: Mine, Quarry) "
E92213,Accident Caused by Shotgun (automatic) Missile (at: Industrial Place)
E92214,Accident Caused by Shotgun (automatic) Missile (at: Sports Place) 
E92215,Accident Caused by Shotgun (automatic) Missile (at: Street) 
E92216,Accident Caused by Shotgun (automatic) Missile (at: Public Building) 
E92217,Accident Caused by Shotgun (automatic) Missile (at: Residential Inst'n) 
E92218,Accident Caused by Shotgun (automatic) Missile (at: Other Spec. Place)  
E92219,Accident Caused by Shotgun (automatic) Missile (at: Unspecified Place)  
E9222,Accident Cuased by Hunting Rifle Missile  
E92220,Accident Caused by Hunting Rifle Missile (at: Home)
E92221,Accident Caused by Hunting Rifle Missile (at: Farm)
E92222,"Accident Caused by Hunting Rifle Missile (at: Mine, Quarry) "
E92223,Accident Caused by Huntin Rifle Missile (at: Industrial Place) 
E92224,Accident Caused by Hunting Rifle Missile (at: Sports Place) 
E92225,Accident Caused by Hunting Rifle Missile (at: Street) 
E92226,Accident Caused by Huntin Rifle Missile (at: Public Building)  
E92227,Accident Caused by Hunting Rifle Missile (at: Residential Inst'n) 
E92228,Accident Cuased by Hunting Rifle Missile (at: Other Spec. Place)  
E92229,Accident Caused by Huntin Rifle Missile (at: Unspecified Place)
E9223,Accident Caused by Military Firearms Missile 
E92230,Accident Caused by Military Firearms Missile (place of Occurence: Home) 
E92231,Accident Caused by Military Firearms Missile (place of Occurence: Farm) 
E92232,"Accident Caused by Military Firearms Missile (at: Mine, Quarry)"
E92233,Accident Caused by Military Firearms Missile (at: Industrial Place)  
E92234,Accident Caused by Military Firearms Missile (at: Sports Place)
E92235,Accident Caused by Military Firearms Missile (at: Street)
E92236,Accident Caused by Military Firearms Missile (at: Public Building)
E92237,Accident Caused by Military Firearms Missile (at: Residential Inst'n)
E92238,Accident Caused by Military Firearms Missile (at: Other Spec. Place) 
E92239,Accident Caused by Military Firearms Missile (at: Unspecified Place) 
E9228,Accident Caused by Other Spec. Firearm Missile  
E92280,Accident Caused by Other Spec. Firearm Missile (at: Home)
E92281,Accident Caused by Other Spec. Firearm Missile (at: Farm)
E92282,"Accident Caused by Other Spec. Firearm Missile (at: Mine, Quarry) "
E92283,Accident Caused by Other Spec. Firearm Missile (at: Industrial Place)
E92284,Accident Caused by Other Spec. Firearm Missile (at: Sports Place) 
E92285,Accident Caused by Other Spec. Firearm Missile (at: Street) 
E92286,Accident Caused by Other Spec. Firearm Missile (at: Public Building) 
E92287,Accident Caused by Other Spec. Firearm Missile (at: Residential Inst'n) 
E92288,Accident Caused by Other Spec. Firearm Missile (at: Other Spec.place)
E92289,Accident Caused by Other Spec. Firearm Missile (at: Unspecified Place)  
E9229,Accident Caused by Unspecified Firearm Missile  
E92290,Accident Caused by Unspecified Firearm Missile (place of Occurence: Home)  
E92291,Accident Caused by Unspecified Firearm Missile (place of Occurence: Farm)  
E92292,"Accident Caused by Unspecified Firearm Missile (at: Mine, Quarry) "
E92293,Accident Caused by Unspecified Firearm Missile (at: Industrial Place)
E92294,Accident Caused by Unspecified Firearm Missile (at: Sports Place) 
E92295,Accident Caused by Unspecified Firearm Missile (at: Street) 
E92296,Accident Caused by Unspecified Firearm Missile (at: Public Building) 
E92297,Accident Caused by Unspecified Firearm Missile (at: Residential Inst'n) 
E92298,Accident Caused by Unspecified Firearm Missile (at: Other Spec. Place)  
E92299,Accident Caused by Unspecified Firearm Missile (at: Unspecified Place)  
E923,Accident Caused by Explosive Material  
E9230,Accident Caused by Fireworks  
E92300,Accident Caused by Fireworks (place of Occurence: Home)  
E92301,Accident Caused by Fireworks (place of Occurence: Farm)  
E92302,Accident Caused by Fireworks (place of Occurence: Mine & Quarry)
E92303,Accident Caused by Fireworks (at: Industrial Place)
E92304,Accident Caused by Fireworks (at: Sports Place) 
E92305,Accident Caused by Fireworks (place of Occurence: Street & Highway)
E92306,Accident Caused by Fireworks (place of Occurence: Public Building)
E92307,Accident Caused by Fireworks (place of Occurence: Residential Institution) 
E92308,Accident Caused by Fireworks (place of Occurence: Other Specified Places)  
E92309,Accident Caused by Fireworks (place of Occurence: Unspecified Place) 
E9231,Accident Caused by Blasting Materials  
E92310,Accident Caused by Blasting Materials (place of Occurence: Home)  
E92311,Accident Caused by Blasting Materials (place of Occurence: Farm)  
E92312,"Accident Caused by Blasting Meterials (at. Mine, Quarry) "
E92313,Accident Caused by Blasting Materials (at: Industrial Place)
E92314,Accident Caused by Blasting Meterials (at: Sports Place) 
E92315,Accident Caused by Blasting Materials (at: Street) 
E92316,Accident Caused by Blasting Materials (at: Public Building) 
E92317,Accident Caused by Blasting Materials (at: Residential Inst'n) 
E92318,Accident Caused by Blasting Materials (at: Other Spec. Place)  
E92319,Accident Caused by Blasting Materials (at: Unspecified Place)  
E9232,Accident Caused by Explosive Gases  
E92320,Accident Caused by Explosive Gases (place of Occurence: Home)  
E92321,Accident Caused by Explosive Gases (place of Occurence: Farm)  
E92322,Accident Caused by Explosive Gases (place of Occurence: Mine & Quarry)
E92323,Accident Caused by Explosive Gases (at: Industrial Place)
E92324,Accident Caused by Explosive Gases (at: Sports Place) 
E92325,Accident Caused by Explosive Gases (at: Street) 
E92326,Accident Caused by Explosive Gases (place of Occurence: Public Building)
E92327,Accident Caused by Explosive Gases (at: Residential Inst'n) 
E92328,Accident Caused by Explosive Gases (at: Other Spec. Place)  
E92329,Accident Caused by Explosive Gases (place of Occurence: Unspecified Place) 
E9238,Accident Caused by Other Spec. Explosive Material  
E92380,Accident Caused by Other Spec. Explosive Material(at: Home) 
E92381,Accident Caused by Other Spec. Explosive Material (at: Farm)
E92382,"Accident Caused by Other Spec. Explosive Material (at: Mine, Quarry) "
E92383,Accident Caused by Other Spec. Explosive Material (at: Industrial Place)
E92384,Accident Caused by Other Spec. Explosive Material (at: Sports Place) 
E92385,Accident Caused by Other Spec. Explosive Material (at: Street) 
E92386,Accident Caused by Other Spec. Explosive Material (at: Public Building) 
E92387,Accident Caused by Other Spec. Explosive Material (at: Residential Inst'n  
E92388,Accident Caused by Other Spec. Explosive Material (at: Other Spec. Place)  
E92389,Accident Caused by Other Spec. Explosive Material (at: Unspecified Place)  
E9239,Accident Caused by Unspecified Explosive Material  
E92390,Accident Caused by Unspecified Explosive Material (at: Home)
E92391,Accident Caused by Unspecified Explosive Material (at: Farm)
E92392,"Accident Caused by Unspecified Explosive Material (at: Mine, Quarry) "
E92393,Accident Caused by Unspecified Explosive Material (at: Industrial Place)
E92394,Accident Caused by Unspecified Explosive Material (at: Sports Place) 
E92395,Accident Caused by Unspecified Explosive Material (at: Street) 
E92396,Accident Caused by Unspecified Explosive Material (at: Public Building) 
E92397,Accident Caused by Unspecified Explosive Material (at: Residential Inst'n  
E92398,Accident Caused by Unspecified Explosive Material (at: Other Spec. Place)  
E92399,Accident Caused by Unspecified Explosive Material (at: Unspecified Place)  
E924,"Acc. Caused by Hot Subst./object, Caustic/corrosive Material, Steam  "
E9240,Acc. Caused by Hot Liquid/vapour Incl. Steam 
E92400,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Home)  
E92401,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Farm)  
E92402,"Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Mine, Quarry)"
E92403,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Industrial Place)  
E92404,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Sports Place)
E92405,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Street)
E92406,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Public Building)
E92407,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Residential Inst'n)
E92408,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Other Spec. Place) 
E92409,Acc. Caused by Hot Liquid/vapour Incl. Steam (at: Unspecified Place) 
E9241,Acc. Caused by Caustic/corrosive Substances  
E92410,Acc. Caused by Caustic/corrosive Substances (at: Home)
E92411,Acc. Caused by Caustic/corrosive Substances (at: Farm)
E92412,"Acc. Caused by Caustic/corrosive Substances (at: Mine, Quarry) "
E92413,Acc. Caused by Caustic/corrosive Substances (at: Industrial Place)
E92414,Acc. Caused by Caustic/corrosive Substances (at: Sports Place) 
E92415,Acc. Caused by Caustic/corrosive Substances (at: Street) 
E92416,Acc. Caused by Caustic/corrosive Substances (at: Public Building) 
E92417,Acc. Caused by Caustic/corrosive Substances (at: Residential Inst'n) 
E92418,Acc. Caused by Caustic/corrosive Substances (at: Other Spec. Place)  
E92419,Acc. Caused by Caustic/corrosive Substances (at: Unspecified Place)  
E9248,Acc. Caused by Other Spec. Hot Substance/object 
E92480,Acc. Caused by Other Spec. Hot Substance/object (at: Home)  
E92481,Acc. Caused by Other Spec. Hot Substance/object (at: Farm)  
E92482,"Acc. Caused by Other Spec. Hot Substance/object (at: Mine, Quarry)"
E92483,Acc. Caused by Other Spec. Hot Substance/object (at: Industrial Place)  
E92484,Acc. Caused by Other Spec. Hot Substance/object (at: Sports Place)
E92485,Acc. Caused by Other Spec. Hot Substance/object (at: Street)
E92486,Acc. Caused by Other Spec. Hot Substance/object (at: Public Building)
E92487,Acc. Caused by Other Spec. Hot Substance/object (at: Residential Inst'n)
E92488,Acc. Caused by Other Spec. Hot Substance/object (at: Other Spec. Place) 
E92489,Acc. Caused by Other Spec. Hot Substance/object (at: Unspecified Place) 
E9249,Acc. Caused by Unspecified Hot Substance/object 
E92490,Acc. Caused by Unspecified Hot Substance/object (at: Home)  
E92491,Acc. Caused by Unspecified Hot Substance/object (at: Farm)  
E92492,"Acc. Caused by Unspecified Hot Substance/object (at: Mine, Quarry)"
E92493,Acc. Caused by Unspecified Hot Substance/object (at: Industrial Place)  
E92494,Acc. Caused by Unspecified Hot Substance/object (at: Sports Place)
E92495,Acc. Caused by Unspecified Hot Substance/object (at: Street)
E92496,Acc. Caused by Unspecified Hot Substance/object (at: Public Building)
E92497,Acc. Caused by Unspecified Hot Substance/object (at: Residential Inst'n)
E92498,Acc. Caused by Unspecified Hot Substance/object (at: Other Spec. Place) 
E92499,Acc. Caused by Unspecified Hot Substance/object (at: Unspecified Place) 
E925,Accident Caused by Electric Current 
E9250,"Acc. Caused by Domestic Electric Wiring, Appliances"
E92500,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Home) "
E92501,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Farm) "
E92502,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Mine, Quarry)  "
E92503,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Industrial Place  "
E92504,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Sports Place)  "
E92505,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Street)  "
E92506,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Public Building)  "
E92507,"Acc. Caused by Domestic Electric Wiring, Appliances (at: Resid Inst'n)  "
